trialNumberGlobal,trialNumberBlock,blockNumber,timeExperiment,timeBlock,reactionTime,blockType,fireType,targetType,numDistractors,numDistractorsSing,blockFirePosition,targetPosition,trialFirePosition,
0,0,0,61.33232,2.268446,1.38727,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-8.0, 3.0, 19.0)","(0.0, 0.0, 0.0)",
1,1,0,64.2137,5.14984,0.5691791,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 1.0, 10.0)","(-15.0, 4.0, 4.0)",
2,2,0,68.23469,9.170863,2.233107,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(16.0, 1.0, 6.0)","(0.0, 0.0, 0.0)",
3,3,0,70.6141,11.55032,1.028535,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 2.0, 3.0)","(0.0, 0.0, 0.0)",
4,4,0,74.34414,15.28032,1.686176,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(9.0, 3.0, 4.0)","(0.0, 0.0, 0.0)",
5,5,0,77.38267,18.31887,0.5129451,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 1.0, 5.0)","(0.0, 0.0, 0.0)",
6,6,0,80.70019,21.63632,0.6374095,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 4.0, 17.0)","(-5.0, 3.0, 2.0)",
7,7,0,84.52007,25.45623,1.284653,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(19.0, 3.0, 4.0)","(0.0, 0.0, 0.0)",
8,8,0,86.93209,27.86826,0.6151327,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-5.0, 3.0, 6.0)","(0.0, 0.0, 0.0)",
9,9,0,89.69267,30.6288,0.7534656,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 3.0, 1.0)","(-17.0, 1.0, 10.0)",
10,10,0,93.28807,34.22414,1.105007,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-14.0, 1.0, 8.0)","(0.0, 0.0, 0.0)",
11,11,0,95.70103,36.63708,1.105007,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 4.0, 18.0)","(-13.0, 4.0, 13.0)",
12,12,0,98.49311,39.42916,0.536449,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-20.0, 3.0, 12.0)","(0.0, 0.0, 0.0)",
13,13,0,101.3235,42.25962,0.2898847,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(13.0, 3.0, 16.0)","(0.0, 0.0, 0.0)",
14,14,0,104.3249,45.26094,1.23993,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 2.0, 0.0)","(0.0, 0.0, 0.0)",
15,15,0,107.6855,48.62168,1.406713,BlockFire,trial,Fire,30,6,"(-17.0, 2.0, 15.0)","(18.0, 2.0, 13.0)","(19.0, 4.0, 15.0)",
16,16,0,110.568,51.50416,1.318024,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 1.0, 5.0)","(0.0, 0.0, 0.0)",
17,17,0,114.4108,55.34696,2.636498,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(13.0, 3.0, 0.0)","(0.0, 0.0, 0.0)",
18,18,0,117.1913,58.12742,0.9059871,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(14.0, 1.0, 10.0)","(-20.0, 2.0, 18.0)",
19,19,0,119.0897,60.02589,0.9059871,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 4.0, 12.0)","(0.0, 0.0, 0.0)",
20,20,0,121.603,62.53909,1.388464,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(13.0, 2.0, 15.0)","(0.0, 0.0, 0.0)",
21,21,0,123.8478,64.78397,0.1568787,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-9.0, 3.0, 3.0)","(13.0, 3.0, 6.0)",
22,22,0,126.4415,67.37769,0.1568787,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(6.0, 3.0, 14.0)","(-3.0, 1.0, 17.0)",
23,23,0,128.652,69.58818,2.190061,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(2.0, 3.0, 9.0)","(0.0, 0.0, 0.0)",
24,24,0,131.578,72.51404,2.196315,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 1.0, 4.0)","(0.0, 0.0, 0.0)",
25,25,0,135.3985,76.33456,1.83226,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(19.0, 1.0, 10.0)","(18.0, 3.0, 0.0)",
26,26,0,138.5473,79.48333,1.060413,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 3.0, 0.0)","(0.0, 0.0, 0.0)",
27,27,0,141.3626,82.29872,0.3022307,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-11.0, 1.0, 0.0)","(0.0, 0.0, 0.0)",
28,28,0,144.7813,85.71732,0.8722945,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(19.0, 1.0, 10.0)","(0.0, 0.0, 0.0)",
29,29,0,147.439,88.37513,0.2219976,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-15.0, 2.0, 13.0)","(0.0, 0.0, 0.0)",
30,30,0,152.846,93.7819,2.948476,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 2.0, 15.0)","(0.0, 0.0, 0.0)",
31,31,0,156.7,97.63566,2.026013,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(10.0, 4.0, 5.0)","(0.0, 0.0, 0.0)",
32,32,0,158.5529,99.48846,2.026013,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-13.0, 2.0, 19.0)","(0.0, 0.0, 0.0)",
33,33,0,161.1122,102.0477,0.02198839,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(12.0, 3.0, 6.0)","(0.0, 0.0, 0.0)",
34,34,0,163.8479,104.7831,0.2343289,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 1.0, 2.0)","(0.0, 0.0, 0.0)",
35,35,0,166.5726,107.5078,0.1658663,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(13.0, 3.0, 15.0)","(0.0, 0.0, 0.0)",
36,36,0,169.4444,110.3796,0.3345034,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 4.0, 14.0)","(0.0, 0.0, 0.0)",
37,37,0,171.9455,112.8807,0.3345034,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(5.0, 2.0, 19.0)","(0.0, 0.0, 0.0)",
38,38,0,174.3469,115.2821,2.380289,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 1.0, 13.0)","(0.0, 0.0, 0.0)",
39,39,0,178.5687,119.504,3.506635,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(17.0, 2.0, 3.0)","(0.0, 0.0, 0.0)",
40,40,0,181.1055,122.0409,0.04465591,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 2.0, 11.0)","(0.0, 0.0, 0.0)",
41,41,0,183.3045,124.2398,0.04465591,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(0.0, 3.0, 7.0)","(0.0, 0.0, 0.0)",
42,42,0,187.0476,127.9831,2.509598,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(16.0, 3.0, 1.0)","(0.0, 0.0, 0.0)",
43,43,0,189.2136,130.1491,0.4244885,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 1.0, 14.0)","(0.0, 0.0, 0.0)",
44,44,0,190.7322,131.6677,0.4244885,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 4.0, 13.0)","(0.0, 0.0, 0.0)",
45,45,0,192.9216,133.8571,0.8053808,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 3.0, 16.0)","(0.0, 0.0, 0.0)",
46,46,0,195.9705,136.906,1.206034,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(14.0, 1.0, 7.0)","(0.0, 0.0, 0.0)",
47,47,0,199.4338,140.3693,0.9269888,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(8.0, 1.0, 1.0)","(0.0, 0.0, 0.0)",
48,48,0,201.5217,142.4573,0.9269888,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 3.0, 17.0)","(0.0, 0.0, 0.0)",
49,49,0,203.8006,144.7362,1.97695,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(9.0, 4.0, 16.0)","(0.0, 0.0, 0.0)",
50,50,0,205.8896,146.8251,1.865764,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-1.0, 1.0, 9.0)","(0.0, 0.0, 0.0)",
51,51,0,208.4812,149.4167,2.22224,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-3.0, 3.0, 6.0)","(-14.0, 4.0, 16.0)",
52,52,0,212.5463,153.4818,3.013889,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(16.0, 3.0, 8.0)","(0.0, 0.0, 0.0)",
53,53,0,214.6956,155.6311,3.013889,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-3.0, 1.0, 11.0)","(19.0, 4.0, 10.0)",
54,54,0,216.78,157.7155,1.776131,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 4.0, 10.0)","(0.0, 0.0, 0.0)",
55,55,0,219.2829,160.2184,1.341095,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 1.0, 16.0)","(0.0, 0.0, 0.0)",
56,56,0,223.3139,164.2495,2.145246,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(13.0, 2.0, 8.0)","(0.0, 0.0, 0.0)",
57,57,0,225.9614,166.8969,0.8605796,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-2.0, 4.0, 3.0)","(0.0, 0.0, 0.0)",
58,58,0,228.9211,169.8566,1.127494,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 2.0, 2.0)","(0.0, 0.0, 0.0)",
59,59,0,231.4561,172.3916,0.05577297,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(13.0, 2.0, 13.0)","(0.0, 0.0, 0.0)",
60,60,0,233.9359,174.8714,0.05577297,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 2.0, 19.0)","(0.0, 0.0, 0.0)",
61,61,0,236.0476,176.9831,2.099963,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-5.0, 4.0, 17.0)","(0.0, 0.0, 0.0)",
62,62,0,238.4605,179.396,2.078985,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(8.0, 2.0, 11.0)","(0.0, 0.0, 0.0)",
63,63,0,242.435,183.3705,3.038697,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 4.0, 16.0)","(0.0, 0.0, 0.0)",
64,64,0,245.9994,186.935,1.11682,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(18.0, 4.0, 12.0)","(0.0, 0.0, 0.0)",
65,65,0,249.7591,190.6946,1.246544,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 3.0, 1.0)","(18.0, 2.0, 16.0)",
66,66,0,252.0527,192.9882,0.02175933,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-1.0, 2.0, 15.0)","(0.0, 0.0, 0.0)",
67,67,0,255.6272,196.5627,0.8590363,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 4.0, 4.0)","(4.0, 2.0, 18.0)",
68,68,0,258.4303,199.366,0.9948186,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-19.0, 1.0, 4.0)","(0.0, 0.0, 0.0)",
69,69,0,260.508,201.4435,0.8047682,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 4.0, 19.0)","(0.0, 0.0, 0.0)",
70,70,0,263.5238,204.4594,1.194933,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(17.0, 1.0, 8.0)","(0.0, 0.0, 0.0)",
71,71,0,265.78,206.7155,1.194933,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(2.0, 4.0, 19.0)","(0.0, 0.0, 0.0)",
72,72,0,267.9243,208.8599,1.923192,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-5.0, 2.0, 18.0)","(0.0, 0.0, 0.0)",
73,73,0,272.058,212.9935,4.713884,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(16.0, 4.0, 6.0)","(0.0, 0.0, 0.0)",
74,74,0,273.6321,214.5677,4.713884,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(2.0, 2.0, 5.0)","(0.0, 0.0, 0.0)",
75,75,0,277.0611,217.9964,1.874377,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-20.0, 1.0, 10.0)","(0.0, 0.0, 0.0)",
76,76,0,279.8318,220.7672,0.2334567,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 4.0, 14.0)","(0.0, 0.0, 0.0)",
77,77,0,282.0665,223.0021,0.2334567,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 1.0, 12.0)","(0.0, 0.0, 0.0)",
78,78,0,284.3442,225.28,2.009908,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-5.0, 2.0, 9.0)","(0.0, 0.0, 0.0)",
79,79,0,286.9466,227.8826,2.380554,BlockFire,trial,Fire,30,6,"(-17.0, 2.0, 15.0)","(6.0, 1.0, 17.0)","(5.0, 2.0, 17.0)",
80,80,0,289.627,230.5631,2.669095,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 2.0, 4.0)","(0.0, 0.0, 0.0)",
81,81,0,291.6808,232.6169,4.108034,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 1.0, 6.0)","(0.0, 0.0, 0.0)",
82,82,0,294.0389,234.9749,1.139692,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 3.0, 17.0)","(0.0, 0.0, 0.0)",
83,83,0,295.9494,236.8852,1.139692,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-8.0, 3.0, 17.0)","(0.0, 0.0, 0.0)",
84,84,0,298.2052,239.1411,2.200471,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 3.0, 12.0)","(0.0, 0.0, 0.0)",
85,85,0,300.7749,241.7108,1.587682,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-11.0, 1.0, 8.0)","(0.0, 0.0, 0.0)",
86,86,0,302.316,243.2517,1.587682,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(8.0, 2.0, 11.0)","(0.0, 0.0, 0.0)",
87,87,0,305.4214,246.3574,1.004664,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 3.0, 14.0)","(0.0, 0.0, 0.0)",
88,88,0,309.4533,250.3894,2.256651,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(18.0, 4.0, 8.0)","(0.0, 0.0, 0.0)",
89,89,0,311.6531,252.5892,0.3349342,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-11.0, 2.0, 6.0)","(0.0, 0.0, 0.0)",
90,90,0,315.6289,256.565,1.518673,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 2.0, 8.0)","(0.0, 0.0, 0.0)",
91,91,0,317.9981,258.9343,1.518673,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 2.0, 9.0)","(0.0, 0.0, 0.0)",
92,92,0,320.6339,261.5701,1.786013,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-14.0, 4.0, 5.0)","(0.0, 0.0, 0.0)",
93,93,0,323.1362,264.0724,0.6254522,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-11.0, 1.0, 7.0)","(0.0, 0.0, 0.0)",
94,94,0,326.0623,266.9984,1.127864,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-15.0, 4.0, 17.0)","(0.0, 0.0, 0.0)",
95,95,0,327.5034,268.4396,1.127864,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(0.0, 3.0, 18.0)","(0.0, 0.0, 0.0)",
96,96,0,331.1788,272.115,2.368526,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 1.0, 9.0)","(0.0, 0.0, 0.0)",
97,97,0,333.3789,274.3151,2.368526,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 3.0, 17.0)","(0.0, 0.0, 0.0)",
98,98,0,336.5302,277.4663,1.233006,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-15.0, 4.0, 0.0)","(0.0, 0.0, 0.0)",
99,99,0,338.986,279.9221,1.233006,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(13.0, 2.0, 16.0)","(0.0, 0.0, 0.0)",
100,100,0,341.3212,282.2574,2.32341,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 3.0, 8.0)","(0.0, 0.0, 0.0)",
101,101,0,343.3542,284.2904,1.85528,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 2.0, 15.0)","(0.0, 0.0, 0.0)",
102,102,0,345.8443,286.7805,1.334034,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(1.0, 3.0, 4.0)","(0.0, 0.0, 0.0)",
103,103,0,347.6658,288.602,0.6030481,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 3.0, 11.0)","(0.0, 0.0, 0.0)",
104,104,0,349.6201,290.5563,0.6030481,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-14.0, 2.0, 19.0)","(13.0, 4.0, 6.0)",
105,105,0,353.8755,294.8117,3.417718,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(16.0, 3.0, 0.0)","(0.0, 0.0, 0.0)",
106,106,0,356.5116,297.4478,3.417718,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(10.0, 2.0, 9.0)","(-15.0, 3.0, 6.0)",
107,107,0,359.0141,299.9502,0.1111039,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 3.0, 5.0)","(0.0, 0.0, 0.0)",
108,108,0,362.8339,303.7701,1.35209,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(18.0, 3.0, 12.0)","(0.0, 0.0, 0.0)",
109,109,0,365.3917,306.3279,0.8153273,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(17.0, 4.0, 18.0)","(0.0, 0.0, 0.0)",
110,110,0,366.8113,307.7475,0.2590156,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(2.0, 1.0, 10.0)","(0.0, 0.0, 0.0)",
111,111,0,368.3744,309.3106,0.4255658,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(5.0, 1.0, 8.0)","(0.0, 0.0, 0.0)",
112,112,0,369.8484,310.7845,0.4255658,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 3.0, 8.0)","(0.0, 0.0, 0.0)",
113,113,0,372.5862,313.5223,0.4472071,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-11.0, 4.0, 18.0)","(0.0, 0.0, 0.0)",
114,114,0,376.0818,317.018,1.005577,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(10.0, 1.0, 3.0)","(0.0, 0.0, 0.0)",
115,115,0,378.1147,319.0509,1.005577,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-2.0, 2.0, 10.0)","(0.0, 0.0, 0.0)",
116,116,0,380.6054,321.5416,2.04488,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-12.0, 2.0, 15.0)","(0.0, 0.0, 0.0)",
117,117,0,382.8061,323.7423,2.110776,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 3.0, 15.0)","(0.0, 0.0, 0.0)",
118,118,0,386.726,327.6621,4.302835,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 4.0, 3.0)","(0.0, 0.0, 0.0)",
119,119,0,388.5037,329.4398,0.4801052,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-8.0, 4.0, 14.0)","(0.0, 0.0, 0.0)",
120,120,0,389.9899,330.9261,0.4801052,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-8.0, 3.0, 16.0)","(0.0, 0.0, 0.0)",
121,121,0,392.7799,333.7161,0.4913898,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-19.0, 1.0, 8.0)","(0.0, 0.0, 0.0)",
122,122,0,395.3382,336.2743,0.06716881,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 1.0, 13.0)","(0.0, 0.0, 0.0)",
123,123,0,397.9736,338.9097,0.1560614,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-8.0, 1.0, 2.0)","(0.0, 0.0, 0.0)",
124,124,0,400.4983,341.4344,0.7622741,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-5.0, 4.0, 12.0)","(0.0, 0.0, 0.0)",
125,125,0,403.1579,344.094,0.8498509,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(0.0, 4.0, 1.0)","(0.0, 0.0, 0.0)",
126,126,0,405.5249,346.461,0.8498509,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(17.0, 3.0, 15.0)","(0.0, 0.0, 0.0)",
127,127,0,407.8369,348.7731,0.9355088,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 3.0, 19.0)","(0.0, 0.0, 0.0)",
128,128,0,409.5348,350.4709,0.9355088,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(14.0, 1.0, 15.0)","(0.0, 0.0, 0.0)",
129,129,0,413.3992,354.3354,2.682771,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-20.0, 3.0, 6.0)","(0.0, 0.0, 0.0)",
130,130,0,415.7559,356.692,0.6024386,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 1.0, 12.0)","(0.0, 0.0, 0.0)",
131,131,0,417.3873,358.3234,0.5497359,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(9.0, 4.0, 16.0)","(0.0, 0.0, 0.0)",
132,132,0,419.6762,360.6123,1.151457,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 3.0, 0.0)","(0.0, 0.0, 0.0)",
133,133,0,422.4798,363.416,0.9062757,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(10.0, 2.0, 0.0)","(0.0, 0.0, 0.0)",
134,134,0,425.283,366.2192,0.3363089,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-14.0, 4.0, 6.0)","(0.0, 0.0, 0.0)",
135,135,0,429.1923,370.1285,1.441654,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-9.0, 2.0, 1.0)","(0.0, 0.0, 0.0)",
136,136,0,431.7726,372.7088,0.07816973,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-14.0, 1.0, 13.0)","(0.0, 0.0, 0.0)",
137,137,0,433.9959,374.9321,0.07816973,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(6.0, 1.0, 6.0)","(0.0, 0.0, 0.0)",
138,138,0,436.5752,377.5114,0.1340771,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(15.0, 2.0, 17.0)","(0.0, 0.0, 0.0)",
139,139,0,438.7299,379.666,0.1340771,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(1.0, 1.0, 19.0)","(0.0, 0.0, 0.0)",
140,140,0,441.4007,382.3369,0.4461901,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(15.0, 3.0, 17.0)","(0.0, 0.0, 0.0)",
141,141,0,443.7237,384.6599,0.5140985,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 3.0, 13.0)","(0.0, 0.0, 0.0)",
142,142,0,446.7385,387.6747,1.161013,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-19.0, 1.0, 11.0)","(0.0, 0.0, 0.0)",
143,143,0,448.7173,389.6534,0.2240392,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-1.0, 2.0, 10.0)","(0.0, 0.0, 0.0)",
144,144,0,450.4027,391.3389,0.2240392,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-9.0, 1.0, 14.0)","(0.0, 0.0, 0.0)",
145,145,0,452.6699,393.606,2.122518,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(8.0, 3.0, 18.0)","(0.0, 0.0, 0.0)",
146,146,0,456.8592,397.7954,3.173786,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(10.0, 4.0, 2.0)","(-7.0, 2.0, 15.0)",
147,147,0,459.1942,400.1304,3.173786,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 1.0, 6.0)","(0.0, 0.0, 0.0)",
148,148,0,463.2146,404.1508,2.947375,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(9.0, 1.0, 3.0)","(0.0, 0.0, 0.0)",
149,149,0,466.8669,407.8031,1.151991,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 2.0, 1.0)","(0.0, 0.0, 0.0)",
150,150,0,469.3691,410.3052,1.151991,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 4.0, 16.0)","(0.0, 0.0, 0.0)",
151,151,0,473.3337,414.2698,4.315151,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(19.0, 4.0, 6.0)","(0.0, 0.0, 0.0)",
152,152,0,476.015,416.9511,0.5710533,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 4.0, 16.0)","(0.0, 0.0, 0.0)",
153,153,0,481.567,422.5032,2.916319,BlockFire,trial,Fire,30,6,"(-17.0, 2.0, 15.0)","(-3.0, 1.0, 9.0)","(-1.0, 4.0, 9.0)",
